Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Clips Created,Clip Views
12:22 PM,2,3,0,2,4,0,0
12:23 PM,2,3,0,4,5,0,0
12:24 PM,4,14,0,3,6,0,0
12:25 PM,36,13,1,9,15,0,0
12:26 PM,33,1,0,5,12,0,0
12:27 PM,34,5,0,6,9,0,0
12:28 PM,39,6,0,7,9,0,0
12:29 PM,38,2,0,7,13,0,0
12:30 PM,36,1,0,4,11,0,0
12:31 PM,33,1,0,5,11,0,0
12:32 PM,36,4,0,5,6,0,0
12:33 PM,31,5,0,11,13,0,0
12:34 PM,38,6,0,6,10,0,0
12:35 PM,34,1,0,8,14,0,0
12:36 PM,36,2,0,4,8,0,0
12:37 PM,35,1,0,3,3,0,0
12:38 PM,33,0,0,4,5,0,0
12:39 PM,34,1,0,2,2,0,0
12:40 PM,37,3,0,6,8,0,0
12:41 PM,39,4,0,7,12,0,0
12:42 PM,40,1,0,0,0,0,0
12:43 PM,42,4,0,4,4,0,0
12:44 PM,44,4,0,0,0,0,0
12:45 PM,47,1,0,4,9,0,0
12:46 PM,43,2,0,3,3,0,0
12:47 PM,45,3,0,6,7,0,0
12:48 PM,44,0,0,3,8,0,0
12:49 PM,43,0,0,6,10,0,0
12:50 PM,45,3,0,5,8,0,0
12:51 PM,44,0,0,3,4,0,0
12:52 PM,42,0,0,2,4,0,0
12:53 PM,42,1,0,3,4,0,0
12:54 PM,46,3,0,7,18,0,0
12:55 PM,43,0,0,8,12,0,0
12:56 PM,39,1,0,5,6,0,0
12:57 PM,41,0,0,3,4,0,0
12:58 PM,41,0,0,4,4,0,0
12:59 PM,41,1,0,4,6,0,0
1:00 PM,40,0,0,3,3,0,0
1:01 PM,39,0,0,2,2,0,0
1:02 PM,40,1,0,3,4,0,0
1:03 PM,39,1,0,4,6,0,0
1:04 PM,40,2,0,5,11,0,0
1:05 PM,43,3,0,3,4,0,0
1:06 PM,45,3,0,9,11,0,0
1:07 PM,47,3,0,6,7,0,0
1:08 PM,46,1,0,6,8,0,0
1:09 PM,49,2,0,7,15,0,0
1:10 PM,48,0,0,3,4,0,0
1:11 PM,47,0,0,2,2,0,0
1:12 PM,44,0,0,2,2,0,0
1:13 PM,44,1,0,9,15,0,0
1:14 PM,44,0,0,4,6,0,0
1:15 PM,44,1,0,2,4,0,0
1:16 PM,45,1,0,4,5,0,0
1:17 PM,43,1,0,3,6,0,0
1:18 PM,44,3,0,4,5,0,0
1:19 PM,44,1,0,4,4,0,0
1:20 PM,44,1,0,7,12,0,0
1:21 PM,43,0,0,2,3,0,0
1:22 PM,43,2,0,7,12,0,0
1:23 PM,43,0,0,12,19,0,0
1:24 PM,45,1,0,7,12,0,0
1:25 PM,45,2,0,8,16,0,0
1:26 PM,47,2,0,7,18,0,0
1:27 PM,45,2,0,4,5,0,0
1:28 PM,44,0,0,4,5,0,0
1:29 PM,46,6,0,5,8,0,0
1:30 PM,46,0,0,7,8,0,0
1:31 PM,45,0,0,3,3,0,0
1:32 PM,46,1,0,2,2,0,0
1:33 PM,46,2,0,3,4,0,0
1:34 PM,46,2,0,3,4,0,0
1:35 PM,45,2,0,0,0,0,0
1:36 PM,45,1,0,2,4,0,0
1:37 PM,45,0,0,4,6,0,0
1:38 PM,47,2,0,3,4,0,0
1:39 PM,47,1,0,4,4,0,0
1:40 PM,49,2,0,2,2,0,0
1:41 PM,48,0,0,2,2,0,0
1:42 PM,47,1,0,2,2,0,0
1:43 PM,45,2,0,2,2,0,0
1:44 PM,48,0,0,5,6,0,0
1:45 PM,49,2,0,5,7,0,0
1:46 PM,51,2,0,1,1,0,0
1:47 PM,50,3,0,1,1,0,0
1:48 PM,47,1,0,1,1,0,0
1:49 PM,46,0,0,1,1,0,0
1:50 PM,46,0,0,0,0,0,0
1:51 PM,43,0,0,0,0,0,0
1:52 PM,43,1,0,1,1,0,0
1:53 PM,47,3,0,1,1,0,0
1:54 PM,49,1,0,3,4,0,0
1:55 PM,45,0,0,2,4,0,0
1:56 PM,45,0,0,2,5,0,0
1:57 PM,46,0,0,0,0,0,0
1:58 PM,46,2,0,1,1,0,0
1:59 PM,42,1,0,1,1,0,0
2:00 PM,42,0,0,1,1,0,0
2:01 PM,42,0,0,2,4,0,0
2:02 PM,41,0,0,3,3,0,0
2:03 PM,40,0,0,0,0,0,0
2:04 PM,41,1,0,1,1,0,0
2:05 PM,40,1,0,2,3,0,0
2:06 PM,43,0,0,2,3,0,0
2:07 PM,39,1,0,2,2,0,0
2:08 PM,40,0,0,1,1,0,0
2:09 PM,40,0,0,2,2,0,0
2:10 PM,40,1,0,1,2,0,0
2:11 PM,41,1,0,1,1,0,0
2:12 PM,40,0,0,3,3,0,0
2:13 PM,41,1,0,3,3,0,0
2:14 PM,40,0,0,7,9,0,0
2:15 PM,40,0,0,7,10,0,0
2:16 PM,39,1,0,5,10,0,0
