Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Clips Created,Clip Views
7:56 PM,13,7,0,6,9,0,0
7:57 PM,14,5,0,5,10,0,0
7:58 PM,12,3,0,7,9,0,0
7:59 PM,13,0,0,5,7,0,0
8:00 PM,15,0,0,1,2,0,0
8:01 PM,12,3,0,7,14,1,0
8:02 PM,14,2,0,5,9,0,0
8:03 PM,19,4,0,6,10,0,0
8:04 PM,14,1,0,7,13,0,0
8:05 PM,14,0,0,6,7,0,0
8:06 PM,19,3,0,2,3,0,0
8:07 PM,19,0,0,8,11,0,0
8:08 PM,20,3,0,1,1,0,0
8:09 PM,21,0,0,5,9,0,0
8:10 PM,19,2,0,2,3,0,0
8:11 PM,19,0,0,3,7,0,0
8:12 PM,20,5,0,4,6,0,0
8:13 PM,21,0,0,8,11,0,0
8:14 PM,19,2,0,1,1,0,0
8:15 PM,22,3,0,4,4,0,0
8:16 PM,18,0,0,0,0,0,0
8:17 PM,20,2,0,1,1,0,0
8:18 PM,19,1,0,1,1,0,0
8:19 PM,18,1,0,0,0,0,0
8:20 PM,19,2,0,0,0,0,0
8:21 PM,15,1,0,2,3,0,0
8:22 PM,12,2,0,1,1,0,0
8:23 PM,16,0,0,1,1,0,0
8:24 PM,16,0,0,2,4,0,0
8:25 PM,16,0,0,0,0,0,0
8:26 PM,17,1,0,0,0,0,0
8:27 PM,20,4,0,0,0,0,0
8:28 PM,18,1,0,1,1,0,0
8:29 PM,17,0,0,3,3,0,0
8:30 PM,17,0,0,2,2,0,0
8:31 PM,16,0,0,3,4,0,0
8:32 PM,17,2,0,0,0,0,0
8:33 PM,19,1,0,0,0,0,0
8:34 PM,21,3,0,0,0,0,0
8:35 PM,19,2,0,4,7,0,0
8:36 PM,19,0,0,2,2,0,0
8:37 PM,18,1,0,2,3,0,0
8:38 PM,17,0,0,2,2,0,0
8:39 PM,19,2,0,1,2,0,0
8:40 PM,18,0,0,1,1,0,0
8:41 PM,18,0,0,0,0,0,0
8:42 PM,18,0,0,1,1,0,0
8:43 PM,19,2,0,2,2,0,0
8:44 PM,24,4,0,2,5,0,0
8:45 PM,21,0,0,1,2,0,0
8:46 PM,21,0,0,1,2,0,0
8:47 PM,22,2,0,2,4,0,0
8:48 PM,22,2,0,1,2,0,0
8:49 PM,23,2,0,1,3,0,0
8:50 PM,20,1,0,2,6,0,0
8:51 PM,19,0,0,1,2,0,0
8:52 PM,22,1,0,0,0,0,0
8:53 PM,21,1,0,1,2,0,0
8:54 PM,22,1,0,1,1,0,0
8:55 PM,21,1,0,2,3,0,0
8:56 PM,22,2,0,3,9,0,0
8:57 PM,19,1,0,3,9,0,0
8:58 PM,22,0,0,3,3,0,0
8:59 PM,22,0,0,3,9,0,0
9:00 PM,21,0,0,2,6,0,0
9:01 PM,21,0,0,2,5,0,0
9:02 PM,18,1,0,0,0,0,0
9:03 PM,24,1,0,2,4,0,0
9:04 PM,23,0,0,1,2,0,0
9:05 PM,22,1,0,2,5,0,0
9:06 PM,22,1,0,3,6,0,0
9:07 PM,22,0,0,1,1,0,0
9:08 PM,23,4,0,1,1,0,0
9:09 PM,23,1,0,2,2,0,0
9:10 PM,22,1,0,1,2,0,0
9:11 PM,21,1,0,1,1,0,0
9:12 PM,22,0,0,1,2,0,0
9:13 PM,24,3,0,1,1,0,0
9:14 PM,23,0,0,1,2,0,0
9:15 PM,23,0,0,1,1,0,0
9:16 PM,23,1,0,2,2,0,0
9:17 PM,23,0,0,2,4,0,0
9:18 PM,24,2,0,4,5,0,0
9:19 PM,23,1,0,3,4,0,0
9:20 PM,21,1,0,4,6,0,0
9:21 PM,21,0,0,3,9,0,0
9:22 PM,21,0,0,6,13,0,0
9:23 PM,19,1,0,4,6,0,0
9:24 PM,21,0,0,2,4,0,0
9:25 PM,24,1,0,3,4,0,0
9:26 PM,22,0,0,2,4,0,0
9:27 PM,23,0,0,3,8,0,0
9:28 PM,23,0,0,4,14,0,0
9:29 PM,22,1,0,5,10,0,0
9:30 PM,21,1,0,5,9,0,0
9:31 PM,19,0,0,3,7,0,0
9:32 PM,23,2,0,3,4,0,0
9:33 PM,24,0,0,5,8,0,0
9:34 PM,26,1,0,3,3,0,0
9:35 PM,26,0,0,4,7,0,0
9:36 PM,28,2,0,6,13,0,0
9:37 PM,28,4,0,3,4,0,0
9:38 PM,23,0,0,4,6,0,0
