Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Clips Created,Clip Views
3:13 AM,38,1,0,2,5,0,0
3:14 AM,38,0,0,1,1,0,0
3:15 AM,37,0,0,1,3,0,0
3:16 AM,37,0,0,1,3,0,0
3:17 AM,37,0,0,3,5,0,0
3:18 AM,37,2,0,3,12,0,0
3:19 AM,38,1,0,7,11,0,0
3:20 AM,38,0,0,2,4,0,0
3:21 AM,39,0,0,2,4,0,0
3:22 AM,39,0,0,2,4,0,0
3:23 AM,38,1,0,1,1,0,0
3:24 AM,38,1,0,1,1,0,0
3:25 AM,37,0,0,0,0,0,0
3:26 AM,35,0,0,1,1,0,0
3:27 AM,35,2,0,0,0,0,0
3:28 AM,39,2,0,0,0,0,0
3:29 AM,38,0,0,1,1,0,0
3:30 AM,36,0,0,1,3,0,0
3:31 AM,37,0,0,3,7,0,0
3:32 AM,37,1,0,1,1,0,0
3:33 AM,37,0,0,0,0,0,0
3:34 AM,37,0,0,1,2,0,0
3:35 AM,40,2,0,0,0,0,0
3:36 AM,40,1,0,0,0,0,0
3:37 AM,40,0,0,0,0,0,0
3:38 AM,40,0,0,0,0,0,0
3:39 AM,40,0,0,0,0,0,0
3:40 AM,40,0,0,3,5,0,0
3:41 AM,40,0,0,3,4,0,0
3:42 AM,41,1,0,1,1,0,0
3:43 AM,41,1,0,4,4,0,0
3:44 AM,41,1,0,0,0,0,0
3:45 AM,42,1,0,0,0,0,0
3:46 AM,43,1,0,2,2,0,0
3:47 AM,42,1,0,0,0,0,0
3:48 AM,42,1,0,3,3,0,0
3:49 AM,41,0,0,0,0,0,0
3:50 AM,41,1,0,0,0,0,0
3:51 AM,44,1,0,0,0,0,0
3:52 AM,43,1,0,2,2,0,0
3:53 AM,42,0,0,1,1,0,0
3:54 AM,44,3,0,0,0,0,0
3:55 AM,42,1,0,0,0,0,0
3:56 AM,44,1,0,1,3,0,0
3:57 AM,43,0,0,1,5,0,0
3:58 AM,43,2,0,1,1,0,0
3:59 AM,45,0,0,0,0,0,0
4:00 AM,44,1,0,1,1,0,0
4:01 AM,45,1,0,1,2,0,0
4:02 AM,45,2,0,1,1,0,0
4:03 AM,44,0,0,0,0,0,0
4:04 AM,43,1,0,1,2,0,0
4:05 AM,45,1,0,1,1,0,0
4:06 AM,44,0,0,0,0,0,0
4:07 AM,44,0,0,2,3,0,0
4:08 AM,44,0,0,1,1,0,0
4:09 AM,44,1,0,2,2,0,0
4:10 AM,45,0,0,1,1,0,0
4:11 AM,45,0,0,1,1,0,0
4:12 AM,45,1,0,0,0,0,0
4:13 AM,46,0,0,0,0,0,0
4:14 AM,48,0,0,2,3,0,0
4:15 AM,50,2,0,2,2,0,0
4:16 AM,46,1,0,3,3,0,0
4:17 AM,44,0,0,2,4,0,0
4:18 AM,44,1,0,2,4,0,0
4:19 AM,44,0,0,0,0,0,0
4:20 AM,44,0,0,0,0,0,0
4:21 AM,46,0,0,0,0,0,0
4:22 AM,46,0,0,0,0,0,0
4:23 AM,43,1,0,1,1,0,0
4:24 AM,44,0,0,1,2,0,0
4:25 AM,45,2,0,2,3,0,0
4:26 AM,45,0,0,0,0,0,0
4:27 AM,44,0,0,0,0,0,0
4:28 AM,45,0,0,0,0,0,0
4:29 AM,44,0,0,1,1,0,0
4:30 AM,44,0,0,1,1,0,0
4:31 AM,43,0,0,1,1,0,0
4:32 AM,44,1,0,1,1,0,0
4:33 AM,43,0,0,0,0,0,0
4:34 AM,43,0,0,0,0,0,0
4:35 AM,45,2,0,0,0,0,0
4:36 AM,46,1,0,3,4,0,0
4:37 AM,48,2,0,8,12,0,0
