"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_9",41,"8:10 PM",31,0,0,2,3,0,0
"2023_11_9",42,"8:11 PM",30,1,0,3,3,0,0
"2023_11_9",43,"8:12 PM",33,2,0,2,5,0,0
"2023_11_9",44,"8:13 PM",33,1,0,0,0,0,0
"2023_11_9",45,"8:14 PM",32,1,0,2,2,0,0
"2023_11_9",46,"8:15 PM",31,0,0,1,1,0,0
"2023_11_9",47,"8:16 PM",33,3,0,1,1,0,0
"2023_11_9",48,"8:17 PM",32,2,0,1,1,0,0
"2023_11_9",49,"8:18 PM",34,4,0,2,2,0,0
"2023_11_9",50,"8:19 PM",37,3,0,4,6,0,0
"2023_11_9",51,"8:20 PM",39,2,0,3,5,0,0
"2023_11_9",52,"8:21 PM",38,1,0,3,3,0,0
"2023_11_9",53,"8:22 PM",39,1,0,3,3,0,0
"2023_11_9",54,"8:23 PM",40,2,0,6,9,0,0
"2023_11_9",55,"8:24 PM",40,3,0,1,1,0,0
"2023_11_9",56,"8:25 PM",41,0,0,2,2,0,1
"2023_11_9",57,"8:26 PM",37,1,0,2,3,0,0
"2023_11_9",58,"8:27 PM",39,3,0,1,1,1,1
"2023_11_9",59,"8:28 PM",38,2,0,0,0,1,1
"2023_11_9",60,"8:29 PM",40,2,0,4,6,0,0
"2023_11_9",61,"8:30 PM",38,1,0,3,3,0,0
"2023_11_9",62,"8:31 PM",38,1,0,5,5,0,0
"2023_11_9",63,"8:32 PM",37,1,0,3,3,0,0
"2023_11_9",64,"8:33 PM",40,4,0,5,10,0,0
"2023_11_9",65,"8:34 PM",41,1,0,4,6,0,0
"2023_11_9",66,"8:35 PM",37,1,0,6,10,0,0
"2023_11_9",67,"8:36 PM",37,0,0,3,6,0,0
"2023_11_9",68,"8:37 PM",35,1,0,6,9,0,0
"2023_11_9",69,"8:38 PM",36,2,0,4,7,0,0
"2023_11_9",70,"8:39 PM",36,2,0,4,4,0,0
"2023_11_9",71,"8:40 PM",34,0,0,4,9,0,0
"2023_11_9",72,"8:41 PM",33,0,0,3,7,0,0
"2023_11_9",73,"8:42 PM",36,1,0,2,4,0,0
"2023_11_9",74,"8:43 PM",33,1,0,4,7,0,0
"2023_11_9",75,"8:44 PM",31,1,0,3,4,0,0
"2023_11_9",76,"8:45 PM",33,3,0,5,8,0,0
"2023_11_9",77,"8:46 PM",32,2,0,2,3,0,0
"2023_11_9",78,"8:47 PM",33,3,0,2,2,0,0
"2023_11_9",79,"8:48 PM",33,1,0,2,2,0,0
"2023_11_9",80,"8:49 PM",39,5,0,6,9,0,0
"2023_11_9",81,"8:50 PM",38,2,0,3,5,0,0
"2023_11_9",82,"8:51 PM",36,0,0,5,7,0,0
"2023_11_9",83,"8:52 PM",35,0,0,3,7,0,0
"2023_11_9",84,"8:53 PM",35,2,0,2,6,0,0
"2023_11_9",85,"8:54 PM",38,3,0,1,1,0,0
"2023_11_9",86,"8:55 PM",38,3,0,2,4,0,0
"2023_11_9",87,"8:56 PM",36,2,0,3,4,0,0
"2023_11_9",88,"8:57 PM",35,0,0,3,6,0,0
"2023_11_9",89,"8:58 PM",34,1,0,5,8,0,0
"2023_11_9",90,"8:59 PM",36,1,0,2,2,0,0
"2023_11_9",91,"9:00 PM",36,2,0,5,9,0,0
"2023_11_9",92,"9:01 PM",36,0,0,5,9,0,0
"2023_11_9",93,"9:02 PM",36,2,0,2,4,0,0
"2023_11_9",94,"9:03 PM",35,0,0,2,3,0,0
"2023_11_9",95,"9:04 PM",36,2,0,5,7,0,0
"2023_11_9",96,"9:05 PM",36,0,0,6,9,0,0
"2023_11_9",97,"9:06 PM",36,0,0,4,10,0,0
"2023_11_9",98,"9:07 PM",37,2,0,3,4,0,0
"2023_11_9",99,"9:08 PM",40,1,0,4,6,0,0
"2023_11_9",100,"9:09 PM",37,0,0,1,1,0,0
"2023_11_9",101,"9:10 PM",36,1,0,1,3,0,0
"2023_11_9",102,"9:11 PM",38,2,0,3,3,0,0
"2023_11_9",103,"9:12 PM",35,0,0,3,5,0,0
"2023_11_9",104,"9:13 PM",35,0,0,2,3,0,0
"2023_11_9",105,"9:14 PM",36,2,0,3,4,0,0
"2023_11_9",106,"9:15 PM",36,0,0,5,11,0,0
"2023_11_9",107,"9:16 PM",37,1,0,5,11,0,0
"2023_11_9",108,"9:17 PM",38,1,0,6,10,0,0
"2023_11_9",109,"9:18 PM",40,2,0,8,17,0,0
"2023_11_9",110,"9:19 PM",39,1,0,8,11,0,0
"2023_11_9",111,"9:20 PM",42,0,0,4,11,0,0
"2023_11_9",112,"9:21 PM",40,1,0,3,6,0,0
"2023_11_9",113,"9:22 PM",39,1,0,4,9,0,0
"2023_11_9",114,"9:23 PM",41,1,0,4,6,0,1
"2023_11_9",115,"9:24 PM",39,0,0,3,7,0,0
"2023_11_9",116,"9:25 PM",39,1,0,5,8,0,0
"2023_11_9",117,"9:26 PM",39,1,0,5,8,0,0
"2023_11_9",118,"9:27 PM",39,0,0,8,15,0,0
"2023_11_9",119,"9:28 PM",38,0,0,6,9,0,0
"2023_11_9",120,"9:29 PM",38,1,0,9,15,0,0
"2023_11_9",121,"9:30 PM",41,2,0,7,11,0,0
"2023_11_9",122,"9:31 PM",42,2,0,4,5,0,0
"2023_11_9",123,"9:32 PM",38,1,0,0,0,0,0
"2023_11_9",124,"9:33 PM",37,1,0,4,10,0,0
"2023_11_9",125,"9:34 PM",38,4,0,3,5,0,0
"2023_11_9",126,"9:35 PM",40,0,0,6,18,0,0
"2023_11_9",127,"9:36 PM",39,0,0,5,9,0,0
"2023_11_9",128,"9:37 PM",41,2,0,6,9,0,0
"2023_11_9",129,"9:38 PM",40,0,0,4,10,0,0
"2023_11_9",130,"9:39 PM",40,3,0,4,10,0,3
"2023_11_9",131,"9:40 PM",43,3,0,8,14,0,1
"2023_11_9",132,"9:41 PM",40,2,0,8,14,0,0
"2023_11_9",133,"9:42 PM",41,2,0,5,9,0,0
"2023_11_9",134,"9:43 PM",40,0,0,5,8,0,0
"2023_11_9",135,"9:44 PM",41,1,0,7,16,0,0
"2023_11_9",136,"9:45 PM",42,1,0,5,8,0,0
"2023_11_9",137,"9:46 PM",43,2,0,5,10,0,0
"2023_11_9",138,"9:47 PM",43,0,0,6,9,0,0
"2023_11_9",139,"9:48 PM",43,0,0,4,4,0,0
"2023_11_9",140,"9:49 PM",42,0,0,7,11,0,0
"2023_11_9",141,"9:50 PM",43,0,0,4,5,0,0
"2023_11_9",142,"9:51 PM",43,0,0,5,9,0,0
"2023_11_9",143,"9:52 PM",43,1,0,5,7,0,0
"2023_11_9",144,"9:53 PM",41,0,0,2,5,0,0
"2023_11_9",145,"9:54 PM",41,1,0,5,7,0,0
"2023_11_9",146,"9:55 PM",41,0,0,5,7,0,0
"2023_11_9",147,"9:56 PM",42,1,0,6,9,0,0
"2023_11_9",148,"9:57 PM",42,0,0,4,6,0,0
"2023_11_9",149,"9:58 PM",43,1,0,4,14,0,0
"2023_11_9",150,"9:59 PM",42,1,0,2,4,0,0
"2023_11_9",151,"10:00 PM",42,0,0,2,2,0,0
"2023_11_9",152,"10:01 PM",42,0,0,2,3,0,0
"2023_11_9",153,"10:02 PM",41,0,0,2,2,0,0
"2023_11_9",154,"10:03 PM",42,3,0,5,13,0,0
"2023_11_9",155,"10:04 PM",45,1,0,7,12,0,0
"2023_11_9",156,"10:05 PM",44,0,0,4,7,0,0
"2023_11_9",157,"10:06 PM",42,1,0,6,11,0,0
"2023_11_9",158,"10:07 PM",42,2,0,5,11,0,0
"2023_11_9",159,"10:08 PM",44,1,0,3,3,0,0
"2023_11_9",160,"10:09 PM",41,1,0,4,9,0,0
"2023_11_9",161,"10:10 PM",40,0,0,5,8,0,0
"2023_11_9",162,"10:11 PM",41,2,0,5,8,0,0
"2023_11_9",163,"10:12 PM",43,0,0,5,16,0,0
"2023_11_9",164,"10:13 PM",42,2,0,6,16,0,0
"2023_11_9",165,"10:14 PM",43,3,0,8,13,0,0
"2023_11_9",166,"10:15 PM",43,0,0,10,23,0,0
"2023_11_9",167,"10:16 PM",45,2,0,7,10,0,0
"2023_11_9",168,"10:17 PM",48,3,0,6,9,0,0
"2023_11_9",169,"10:18 PM",47,1,0,6,11,0,0
"2023_11_9",170,"10:19 PM",48,2,0,5,7,0,0
"2023_11_9",171,"10:20 PM",47,1,0,9,15,0,0
"2023_11_9",172,"10:21 PM",48,2,0,9,19,0,0
"2023_11_9",173,"10:22 PM",48,2,0,4,7,0,0
"2023_11_9",174,"10:23 PM",47,0,0,4,8,0,0
"2023_11_9",175,"10:24 PM",46,1,0,5,12,0,0
"2023_11_9",176,"10:25 PM",50,2,0,5,9,0,0
"2023_11_9",177,"10:26 PM",46,0,0,4,10,0,0
"2023_11_9",178,"10:27 PM",48,2,0,4,5,0,0
"2023_11_9",179,"10:28 PM",46,0,0,4,4,0,0
"2023_11_9",180,"10:29 PM",46,0,0,4,7,0,0
"2023_11_9",181,"10:30 PM",45,1,0,4,4,0,0
"2023_11_9",182,"10:31 PM",46,0,0,7,7,0,0
