"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_4",1,"12:39 AM",7,5,0,2,6,0,0
"2023_11_4",2,"12:40 AM",12,5,0,5,11,0,0
"2023_11_4",3,"12:41 AM",14,1,0,1,3,0,0
"2023_11_4",4,"12:42 AM",15,3,0,2,2,0,0
"2023_11_4",5,"12:43 AM",17,3,0,2,4,0,0
"2023_11_4",6,"12:44 AM",12,1,0,2,6,0,0
"2023_11_4",7,"12:45 AM",9,2,0,1,2,0,0
"2023_11_4",8,"12:46 AM",15,2,0,1,1,0,0
"2023_11_4",9,"12:47 AM",8,0,0,2,7,0,0
"2023_11_4",10,"12:48 AM",9,3,0,0,0,0,0
"2023_11_4",11,"12:49 AM",11,2,0,1,2,0,0
"2023_11_4",12,"12:50 AM",10,1,0,1,1,0,0
"2023_11_4",13,"12:51 AM",14,1,0,1,1,0,0
"2023_11_4",14,"12:52 AM",17,2,0,3,3,0,0
"2023_11_4",15,"12:53 AM",15,3,0,2,3,0,0
"2023_11_4",16,"12:54 AM",17,1,0,1,1,0,0
"2023_11_4",17,"12:55 AM",15,2,0,2,5,0,0
"2023_11_4",18,"12:56 AM",14,2,0,2,4,0,0
"2023_11_4",19,"12:57 AM",13,1,0,3,4,0,0
"2023_11_4",20,"12:58 AM",18,2,0,4,6,0,0
"2023_11_4",21,"12:59 AM",18,1,0,0,0,0,0
"2023_11_4",22,"1:00 AM",22,0,0,3,3,0,0
"2023_11_4",23,"1:01 AM",21,0,0,1,2,0,0
"2023_11_4",24,"1:02 AM",22,1,0,0,0,0,0
"2023_11_4",25,"1:03 AM",17,1,0,1,4,0,0
"2023_11_4",26,"1:04 AM",18,1,0,1,2,0,0
"2023_11_4",27,"1:05 AM",18,2,0,1,2,0,0
"2023_11_4",28,"1:06 AM",23,2,0,4,7,0,0
"2023_11_4",29,"1:07 AM",23,0,0,3,5,0,0
"2023_11_4",30,"1:08 AM",23,0,0,3,4,0,0
"2023_11_4",31,"1:09 AM",24,2,0,2,4,0,0
"2023_11_4",32,"1:10 AM",23,0,0,4,5,0,0
"2023_11_4",33,"1:11 AM",24,0,0,3,5,0,0
"2023_11_4",34,"1:12 AM",24,0,0,3,4,0,0
"2023_11_4",35,"1:13 AM",25,2,0,2,3,0,0
"2023_11_4",36,"1:14 AM",24,0,0,1,1,0,0
"2023_11_4",37,"1:15 AM",24,1,0,0,0,0,0
"2023_11_4",38,"1:16 AM",27,1,0,2,3,0,0
"2023_11_4",39,"1:17 AM",24,1,0,1,1,0,0
"2023_11_4",40,"1:18 AM",23,1,0,5,11,0,0
"2023_11_4",41,"1:19 AM",20,3,0,5,6,0,0
"2023_11_4",42,"1:20 AM",20,1,0,6,13,0,0
"2023_11_4",43,"1:21 AM",24,2,0,2,2,0,0
"2023_11_4",44,"1:22 AM",27,2,0,5,10,0,0
"2023_11_4",45,"1:23 AM",30,2,0,2,2,0,0
"2023_11_4",46,"1:24 AM",26,2,0,0,0,0,0
"2023_11_4",47,"1:25 AM",27,0,0,1,1,0,0
"2023_11_4",48,"1:26 AM",23,0,0,3,3,0,0
"2023_11_4",49,"1:27 AM",22,1,0,2,2,0,0
"2023_11_4",50,"1:28 AM",20,1,0,2,2,0,0
"2023_11_4",51,"1:29 AM",23,1,0,5,7,0,0
"2023_11_4",52,"1:30 AM",20,3,0,7,8,0,0
"2023_11_4",53,"1:31 AM",28,2,0,3,3,0,0
"2023_11_4",54,"1:32 AM",26,0,0,2,2,0,0
