"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_4",55,"1:33 AM",26,1,0,1,2,0,0
"2023_11_4",56,"1:34 AM",25,0,0,2,2,0,0
"2023_11_4",57,"1:35 AM",28,1,0,3,5,0,0
"2023_11_4",58,"1:36 AM",28,1,0,4,4,0,0
"2023_11_4",59,"1:37 AM",28,0,0,2,2,0,0
"2023_11_4",60,"1:38 AM",22,1,0,2,3,0,0
"2023_11_4",61,"1:39 AM",24,1,0,2,4,0,0
"2023_11_4",62,"1:40 AM",27,0,0,1,1,0,0
"2023_11_4",63,"1:41 AM",22,2,0,0,0,0,0
"2023_11_4",64,"1:42 AM",25,1,0,2,2,0,0
"2023_11_4",65,"1:43 AM",28,2,0,1,1,0,0
"2023_11_4",66,"1:44 AM",28,1,0,0,0,0,0
"2023_11_4",67,"1:45 AM",28,1,0,4,4,0,0
"2023_11_4",68,"1:46 AM",30,1,0,5,7,0,0
"2023_11_4",69,"1:47 AM",33,4,0,4,4,0,0
"2023_11_4",70,"1:48 AM",30,0,0,3,3,0,0
"2023_11_4",71,"1:49 AM",33,1,0,4,6,0,0
"2023_11_4",72,"1:50 AM",30,0,0,3,4,0,0
"2023_11_4",73,"1:51 AM",29,1,0,0,0,0,0
"2023_11_4",74,"1:52 AM",32,1,0,7,13,0,0
"2023_11_4",75,"1:53 AM",34,0,0,5,7,0,0
"2023_11_4",76,"1:54 AM",34,0,0,4,7,0,0
"2023_11_4",77,"1:55 AM",33,0,0,2,4,0,0
"2023_11_4",78,"1:56 AM",32,0,0,1,1,0,0
"2023_11_4",79,"1:57 AM",33,0,0,2,3,0,0
"2023_11_4",80,"1:58 AM",34,1,0,4,11,0,0
"2023_11_4",81,"1:59 AM",35,0,0,9,12,0,0
"2023_11_4",82,"2:00 AM",35,1,0,5,6,0,0
"2023_11_4",83,"2:01 AM",35,1,0,5,6,0,0
"2023_11_4",84,"2:02 AM",34,0,0,6,9,0,0
"2023_11_4",85,"2:03 AM",33,0,0,1,1,0,0
"2023_11_4",86,"2:04 AM",33,0,0,2,2,0,0
"2023_11_4",87,"2:05 AM",35,2,0,8,12,0,0
"2023_11_4",88,"2:06 AM",35,1,0,2,2,0,0
"2023_11_4",89,"2:07 AM",35,1,0,4,4,0,0
"2023_11_4",90,"2:08 AM",33,0,0,2,2,0,0
"2023_11_4",91,"2:09 AM",33,0,0,1,2,0,0
"2023_11_4",92,"2:10 AM",33,0,0,1,1,0,0
"2023_11_4",93,"2:11 AM",34,0,0,0,0,0,0
"2023_11_4",94,"2:12 AM",36,2,0,5,6,0,0
"2023_11_4",95,"2:13 AM",36,0,0,3,3,0,0
"2023_11_4",96,"2:14 AM",36,0,0,2,3,0,0
"2023_11_4",97,"2:15 AM",35,0,0,2,4,0,0
"2023_11_4",98,"2:16 AM",35,0,0,3,3,0,0
"2023_11_4",99,"2:17 AM",35,0,0,1,1,0,0
"2023_11_4",100,"2:18 AM",32,0,0,0,0,0,0
"2023_11_4",101,"2:19 AM",35,0,0,1,2,0,0
"2023_11_4",102,"2:20 AM",32,1,0,2,3,0,0
"2023_11_4",103,"2:21 AM",34,0,0,2,2,0,0
"2023_11_4",104,"2:22 AM",34,0,0,2,2,0,0
"2023_11_4",105,"2:23 AM",29,0,0,3,9,0,0
"2023_11_4",106,"2:24 AM",30,0,0,4,6,0,0
"2023_11_4",107,"2:25 AM",30,1,0,11,19,0,0
