"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_1",85,"1:46 PM",51,2,0,1,1,0,0
"2023_11_1",86,"1:47 PM",50,3,0,1,1,0,0
"2023_11_1",87,"1:48 PM",47,1,0,1,1,0,0
"2023_11_1",88,"1:49 PM",46,0,0,1,1,0,0
"2023_11_1",89,"1:50 PM",46,0,0,0,0,0,0
"2023_11_1",90,"1:51 PM",43,0,0,0,0,0,0
"2023_11_1",91,"1:52 PM",43,1,0,1,1,0,0
"2023_11_1",92,"1:53 PM",47,3,0,1,1,0,0
"2023_11_1",93,"1:54 PM",49,1,0,3,4,0,0
"2023_11_1",94,"1:55 PM",45,0,0,2,4,0,0
"2023_11_1",95,"1:56 PM",45,0,0,2,5,0,0
"2023_11_1",96,"1:57 PM",46,0,0,0,0,0,0
"2023_11_1",97,"1:58 PM",46,2,0,1,1,0,0
"2023_11_1",98,"1:59 PM",42,1,0,1,1,0,0
"2023_11_1",99,"2:00 PM",42,0,0,1,1,0,0
"2023_11_1",100,"2:01 PM",42,0,0,2,4,0,0
"2023_11_1",101,"2:02 PM",41,0,0,3,3,0,0
"2023_11_1",102,"2:03 PM",40,0,0,0,0,0,0
"2023_11_1",103,"2:04 PM",41,1,0,1,1,0,0
"2023_11_1",104,"2:05 PM",40,1,0,2,3,0,0
"2023_11_1",105,"2:06 PM",43,0,0,2,3,0,0
"2023_11_1",106,"2:07 PM",39,1,0,2,2,0,0
"2023_11_1",107,"2:08 PM",40,0,0,1,1,0,0
"2023_11_1",108,"2:09 PM",40,0,0,2,2,0,0
"2023_11_1",109,"2:10 PM",40,1,0,1,2,0,0
"2023_11_1",110,"2:11 PM",41,1,0,1,1,0,0
"2023_11_1",111,"2:12 PM",40,0,0,3,3,0,0
"2023_11_1",112,"2:13 PM",41,1,0,3,3,0,0
"2023_11_1",113,"2:14 PM",40,0,0,7,9,0,0
"2023_11_1",114,"2:15 PM",40,0,0,7,10,0,0
"2023_11_1",115,"2:16 PM",39,1,0,5,10,0,0
