"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_23",46,"5:25 PM",32,2,0,6,15,0,0
"2023_11_23",47,"5:26 PM",34,1,0,7,14,0,0
"2023_11_23",48,"5:27 PM",34,1,0,10,16,0,0
"2023_11_23",49,"5:28 PM",33,4,0,9,20,0,0
"2023_11_23",50,"5:29 PM",36,2,0,7,17,0,0
"2023_11_23",51,"5:30 PM",34,0,1,11,19,0,0
"2023_11_23",52,"5:31 PM",32,3,0,7,10,0,0
"2023_11_23",53,"5:32 PM",36,1,0,7,7,0,0
"2023_11_23",54,"5:33 PM",32,0,0,3,5,0,0
"2023_11_23",55,"5:34 PM",34,2,0,6,7,0,0
"2023_11_23",56,"5:35 PM",37,2,0,4,8,0,0
"2023_11_23",57,"5:36 PM",35,0,0,6,12,0,0
"2023_11_23",58,"5:37 PM",35,1,0,5,12,0,0
"2023_11_23",59,"5:38 PM",26,0,0,6,15,0,0
"2023_11_23",60,"5:39 PM",32,2,0,6,7,0,0
"2023_11_23",61,"5:40 PM",31,1,0,5,6,0,0
"2023_11_23",62,"5:41 PM",32,2,0,3,4,0,0
"2023_11_23",63,"5:42 PM",31,2,0,4,6,0,0
"2023_11_23",64,"5:43 PM",37,1,0,6,11,0,0
"2023_11_23",65,"5:44 PM",37,1,0,5,12,0,0
"2023_11_23",66,"5:45 PM",34,1,0,10,18,0,0
"2023_11_23",67,"5:46 PM",39,1,0,6,11,0,0
"2023_11_23",68,"5:47 PM",41,2,0,0,0,0,0
"2023_11_23",69,"5:48 PM",41,1,0,5,13,0,0
"2023_11_23",70,"5:49 PM",32,0,0,6,7,0,0
"2023_11_23",71,"5:50 PM",38,1,0,2,2,0,0
"2023_11_23",72,"5:51 PM",36,1,0,7,10,0,0
"2023_11_23",73,"5:52 PM",39,1,0,5,8,0,0
"2023_11_23",74,"5:53 PM",33,0,0,5,7,0,0
"2023_11_23",75,"5:54 PM",35,0,0,3,6,0,0
"2023_11_23",76,"5:55 PM",40,2,0,4,7,0,0
"2023_11_23",77,"5:56 PM",37,2,0,3,4,0,0
"2023_11_23",78,"5:57 PM",37,2,0,4,5,0,0
"2023_11_23",79,"5:58 PM",37,2,0,3,4,0,0
"2023_11_23",80,"5:59 PM",38,2,0,2,5,0,0
"2023_11_23",81,"6:00 PM",38,0,0,4,6,0,0
"2023_11_23",82,"6:01 PM",35,3,0,2,3,0,0
"2023_11_23",83,"6:02 PM",35,4,0,4,5,0,0
"2023_11_23",84,"6:03 PM",41,0,0,3,4,0,0
"2023_11_23",85,"6:04 PM",35,4,0,2,3,0,0
"2023_11_23",86,"6:05 PM",35,1,0,6,11,0,0
"2023_11_23",87,"6:06 PM",40,2,0,8,11,0,0
"2023_11_23",88,"6:07 PM",39,3,0,5,7,0,0
"2023_11_23",89,"6:08 PM",40,1,0,8,18,0,0
"2023_11_23",90,"6:09 PM",41,1,0,3,7,0,0
