"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2024_1_14",80,"1:47 AM",26,1,0,0,0,0,0
"2024_1_14",81,"1:48 AM",25,0,0,1,1,0,0
"2024_1_14",82,"1:49 AM",26,2,0,2,4,0,0
"2024_1_14",83,"1:50 AM",28,1,0,1,1,0,0
"2024_1_14",84,"1:51 AM",28,0,0,2,2,0,0
"2024_1_14",85,"1:52 AM",25,2,0,2,2,0,0
"2024_1_14",86,"1:53 AM",27,0,0,2,2,0,0
"2024_1_14",87,"1:54 AM",26,2,0,5,7,0,0
"2024_1_14",88,"1:55 AM",25,0,0,1,1,0,0
"2024_1_14",89,"1:56 AM",23,0,0,0,0,0,0
"2024_1_14",90,"1:57 AM",23,2,0,0,0,0,0
"2024_1_14",91,"1:58 AM",26,0,0,0,0,0,0
"2024_1_14",92,"1:59 AM",24,0,0,2,4,0,0
"2024_1_14",93,"2:00 AM",24,1,0,1,1,0,0
"2024_1_14",94,"2:01 AM",26,0,0,3,3,0,0
"2024_1_14",95,"2:02 AM",25,0,0,1,1,0,0
