"Date","Time.Live","Timestamp","Average.Viewers","Live.Views","New.Followers","Chatters","Chat.Messages","Clips.Created","Clip.Views"
"2023_11_10",110,"2:13 AM",44,1,0,2,3,0,0
"2023_11_10",111,"2:14 AM",44,4,0,2,3,0,0
"2023_11_10",112,"2:15 AM",45,0,0,1,2,0,0
"2023_11_10",113,"2:16 AM",44,2,0,0,0,0,0
"2023_11_10",114,"2:17 AM",37,3,0,0,0,0,0
"2023_11_10",115,"2:18 AM",40,3,0,0,0,0,0
"2023_11_10",116,"2:19 AM",45,2,0,3,4,0,0
"2023_11_10",117,"2:20 AM",42,0,0,3,6,0,0
"2023_11_10",118,"2:21 AM",41,0,0,0,0,0,0
"2023_11_10",119,"2:22 AM",42,1,0,5,7,0,0
"2023_11_10",120,"2:23 AM",43,0,1,6,10,0,0
"2023_11_10",121,"2:24 AM",42,2,0,3,5,0,0
"2023_11_10",122,"2:25 AM",45,1,0,5,6,0,0
"2023_11_10",123,"2:26 AM",46,0,0,3,4,0,0
"2023_11_10",124,"2:27 AM",49,0,0,5,5,0,0
"2023_11_10",125,"2:28 AM",47,1,0,4,6,0,0
"2023_11_10",126,"2:29 AM",50,1,0,4,4,0,0
"2023_11_10",127,"2:30 AM",49,4,0,3,5,0,0
"2023_11_10",128,"2:31 AM",46,1,0,4,7,0,0
"2023_11_10",129,"2:32 AM",47,0,0,3,6,0,0
"2023_11_10",130,"2:33 AM",46,1,0,3,4,0,0
"2023_11_10",131,"2:34 AM",49,1,0,4,7,0,0
"2023_11_10",132,"2:35 AM",49,2,0,4,5,0,0
"2023_11_10",133,"2:36 AM",48,2,0,1,2,0,0
"2023_11_10",134,"2:37 AM",47,1,0,4,6,0,0
"2023_11_10",135,"2:38 AM",48,0,0,4,6,0,0
"2023_11_10",136,"2:39 AM",47,1,0,6,6,0,0
"2023_11_10",137,"2:40 AM",46,2,0,3,3,0,0
"2023_11_10",138,"2:41 AM",42,1,0,6,9,0,0
"2023_11_10",139,"2:42 AM",44,1,0,3,7,0,0
"2023_11_10",140,"2:43 AM",45,1,0,2,2,0,0
"2023_11_10",141,"2:44 AM",42,0,0,1,2,0,0
"2023_11_10",142,"2:45 AM",43,3,0,4,4,0,0
"2023_11_10",143,"2:46 AM",43,0,0,7,15,0,0
"2023_11_10",144,"2:47 AM",43,0,0,3,3,0,0
"2023_11_10",145,"2:48 AM",45,0,0,7,10,0,0
"2023_11_10",146,"2:49 AM",44,2,0,2,3,0,0
"2023_11_10",147,"2:50 AM",46,2,0,2,3,0,0
"2023_11_10",148,"2:51 AM",45,1,0,4,7,0,0
"2023_11_10",149,"2:52 AM",46,0,0,1,1,0,0
"2023_11_10",150,"2:53 AM",44,0,0,0,0,0,0
"2023_11_10",151,"2:54 AM",45,0,0,1,1,0,0
"2023_11_10",152,"2:55 AM",47,0,0,1,1,0,0
"2023_11_10",153,"2:56 AM",47,4,0,1,1,0,0
"2023_11_10",154,"2:57 AM",46,1,0,0,0,0,0
"2023_11_10",155,"2:58 AM",45,1,0,3,4,0,0
"2023_11_10",156,"2:59 AM",45,1,0,1,2,0,0
"2023_11_10",157,"3:00 AM",46,1,0,4,5,0,0
"2023_11_10",158,"3:01 AM",45,2,0,4,4,0,0
"2023_11_10",159,"3:02 AM",43,2,0,1,1,0,0
"2023_11_10",160,"3:03 AM",45,0,0,2,2,0,0
"2023_11_10",161,"3:04 AM",45,2,0,6,10,0,0
"2023_11_10",162,"3:05 AM",43,1,0,5,6,0,0
"2023_11_10",163,"3:06 AM",43,2,0,7,10,0,0
"2023_11_10",164,"3:07 AM",43,2,0,4,6,0,0
"2023_11_10",165,"3:08 AM",42,1,0,8,12,0,0
"2023_11_10",166,"3:09 AM",43,0,0,2,2,0,0
"2023_11_10",167,"3:10 AM",43,0,0,2,2,0,0
"2023_11_10",168,"3:11 AM",43,2,0,4,4,0,0
"2023_11_10",169,"3:12 AM",42,3,0,4,4,0,0
"2023_11_10",170,"3:13 AM",45,1,0,2,3,0,0
"2023_11_10",171,"3:14 AM",43,3,0,4,5,0,0
"2023_11_10",172,"3:15 AM",44,1,0,9,13,0,0
"2023_11_10",173,"3:16 AM",45,3,0,5,8,0,0
"2023_11_10",174,"3:17 AM",47,2,0,3,5,0,0
"2023_11_10",175,"3:18 AM",42,0,0,2,4,0,0
"2023_11_10",176,"3:19 AM",42,0,0,4,6,0,0
"2023_11_10",177,"3:20 AM",43,1,0,4,8,0,0
"2023_11_10",178,"3:21 AM",45,1,0,6,8,0,0
"2023_11_10",179,"3:22 AM",43,0,0,3,4,0,0
"2023_11_10",180,"3:23 AM",42,0,0,2,2,0,0
"2023_11_10",181,"3:24 AM",41,0,0,3,4,0,0
"2023_11_10",182,"3:25 AM",40,4,0,7,10,0,0
"2023_11_10",183,"3:26 AM",46,1,0,7,11,0,0
"2023_11_10",184,"3:27 AM",47,4,0,6,7,0,0
"2023_11_10",185,"3:28 AM",44,0,0,8,10,0,0
"2023_11_10",186,"3:29 AM",45,0,0,4,6,0,0
"2023_11_10",187,"3:30 AM",46,1,0,5,8,0,0
"2023_11_10",188,"3:31 AM",48,3,0,4,6,0,0
"2023_11_10",189,"3:32 AM",46,1,0,3,7,0,0
"2023_11_10",190,"3:33 AM",43,0,0,3,3,0,0
"2023_11_10",191,"3:34 AM",43,0,0,7,14,0,0
"2023_11_10",192,"3:35 AM",45,2,0,4,5,0,0
"2023_11_10",193,"3:36 AM",44,2,0,6,10,0,0
"2023_11_10",194,"3:37 AM",45,1,0,4,4,0,0
"2023_11_10",195,"3:38 AM",46,2,0,2,2,0,0
"2023_11_10",196,"3:39 AM",47,1,0,7,11,0,0
"2023_11_10",197,"3:40 AM",47,26,0,11,18,0,0
"2023_11_10",198,"3:41 AM",64,2,0,3,3,0,0
"2023_11_10",199,"3:42 AM",30,0,0,5,5,0,0
"2023_11_10",200,"3:43 AM",30,0,0,7,12,0,0
"2023_11_10",201,"3:44 AM",30,3,0,6,13,0,0
"2023_11_10",202,"3:45 AM",32,1,0,6,7,0,0
"2023_11_10",203,"3:46 AM",35,3,0,7,7,0,0
"2023_11_10",204,"3:47 AM",37,4,0,2,4,0,0
"2023_11_10",205,"3:48 AM",38,0,0,6,14,0,0
"2023_11_10",206,"3:49 AM",39,2,0,9,11,0,0
"2023_11_10",207,"3:50 AM",40,4,0,7,9,0,1
"2023_11_10",208,"3:51 AM",43,2,0,3,5,0,4
"2023_11_10",209,"3:52 AM",42,1,0,4,5,0,0
"2023_11_10",210,"3:53 AM",42,4,0,4,6,0,0
"2023_11_10",211,"3:54 AM",45,2,0,13,20,0,0
"2023_11_10",212,"3:55 AM",43,0,0,11,22,0,0
